CCAA;Nombre CCAA;Cod_Provincia_INE;Cod_Provincia_Catastro;Nombre Provincia;Cod_Municipio_Ine_Corto;Cod_Municipio_Ine;Cod_Municipio_Catastro;Nombre Municipio_Ine;Nombre Municipio_Catastro;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;113;1134;113;RIBERA DEL FRESNO;RIBERA DEL FRESNO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;905;9059;240;RIBERA D'ONDARA;RIBERA D'ONDARA;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;185;1850;209;RIBERA D'URGELLET;RIBERA D'URGELLET;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;156;1564;156;RIBEROS DE LA CUEZA;RIBEROS DE LA CUEZA;;;;;;;;
09;CATALUÑA;17;17;GIRONA;145;1450;154;Ribes de Freser;RIBES FRESER;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;95;0957;95;RIBESALBES;RIBESALBES;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;171;1713;201;RIBOTA;RIBOTA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;225;2259;227;RICLA;RICLA;;;;;;;;
13;REGION DE MURCIA;30;30;MURCIA;34;0341;34;RICOTE;RICOTE;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;131;1319;134;RIEGO DE LA VEGA;RIEGO DE LA VEGA;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;132;1324;135;RIELLO;RIELLO;;;;;;;;
09;CATALUÑA;17;17;GIRONA;146;1463;155;RIELLS I VIABREA;RIELLS I VIABREA;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;147;1474;148;RIELVES;RIELVES;;;;;;;;
02;ARAGÓN;44;44;TERUEL;195;1951;207;RILLO;RILLO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;237;2379;286;RILLO DE GALLO;RILLO DE GALLO;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;82;0825;82;RINCON DE LA VICTORIA;RINCON DE LA VICTORIA;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);125;1256;125;RINCON DE SOTO;RINCON DE SOTO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;186;1863;228;RINER;RINER;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;194;1949;194;RIOCABADO;RIOCABADO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;318;3180;329;RIOCAVADO DE LA SIERRA;RIOCAVADO DE LA SIERRA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;196;1964;208;RIODEVA;RIODEVA;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;195;1952;195;RIOFRIO;RIOFRIO;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;176;1769;196;RIOFRIO DE ALISTE;RIOFRIO DE ALISTE;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;172;1728;202;RIOFRIO DE RIAZA;RIOFRIO DE RIAZA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;238;2385;287;RIOFRIO DEL LLANO;RIOFRIO DEL LLANO;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;83;0831;83;RIOGORDO;RIOGORDO;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;78;0789;78;RIOJA;RIOJA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;215;2153;217;RIOLA;RIOLA;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;155;1552;158;RIOLOBOS;RIOLOBOS;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;63;0633;63;RIONANSA;RIONANSA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;177;1775;197;RIONEGRO DEL PUENTE;RIONEGRO DEL PUENTE;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;67;0674;67;RIOPAR;RIOPAR;;;;;;;;
11;GALICIA;32;32;OURENSE;71;0718;72;RIOS;RIOS;;;;;;;;
03;PRINCIPADO DE ASTURIAS;33;33;ASTURIAS;58;0582;58;RIOSA;RIOSA;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;158;1583;254;RIOSECO DE SORIA;RIOSECO DE SORIA;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;133;1330;136;RIOSECO DE TAPIA;RIOSECO DE TAPIA;;;;;;;;
11;GALICIA;27;27;LUGO;54;0543;54;RIOTORTO;RIOTORTO;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;64;0648;64;RIOTUERTO;RIOTUERTO;;;;;;;;
09;CATALUÑA;17;17;GIRONA;147;1479;156;RIPOLL;RIPOLL;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;180;1803;179;RIPOLLET;RIPOLLET;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;114;1149;114;RISCO;RISCO;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;913;9139;229;RIU DE CERDANYA;RIU DE CERDANYA;;;;;;;;
09;CATALUÑA;17;17;GIRONA;148;1485;157;RIUDARENES;RIUDARENES;;;;;;;;
09;CATALUÑA;17;17;GIRONA;149;1498;158;RIUDAURA;RIUDAURA;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;127;1270;129;RIUDECANYES;RIUDECANYES;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;128;1286;130;RIUDECOLS;RIUDECOLS;;;;;;;;
09;CATALUÑA;17;17;GIRONA;150;1501;159;Riudellots de la Selva;RIUDELLOTS SELVA;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;129;1299;131;RIUDOMS;RIUDOMS;;;;;;;;
09;CATALUÑA;17;17;GIRONA;151;1518;160;RIUMORS;RIUMORS;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;123;1230;123;RIVAS-VACIAMADRID;RIVAS-VACIAMADRID;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;196;1965;196;RIVILLA DE BARAJAS;RIVILLA DE BARAJAS;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;321;3214;332;ROA;ROA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;178;1781;198;ROALES;ROALES;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;134;1343;135;ROALES DE CAMPOS;ROALES DE CAMPOS;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;135;1356;136;ROBLADILLO;ROBLADILLO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;269;2698;271;ROBLEDA;ROBLEDA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;179;1794;199;ROBLEDA-CERVANTES;ROBLEDA-CERVANTES;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;156;1565;159;ROBLEDILLO DE GATA;ROBLEDILLO DE GATA;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;124;1245;124;ROBLEDILLO DE LA JARA;ROBLEDILLO DE LA JARA;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;157;1571;160;ROBLEDILLO DE LA VERA;ROBLEDILLO DE LA VERA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;239;2398;289;ROBLEDILLO DE MOHERNANDO;ROBLEDILLO DE MOHERNANDO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;158;1587;161;ROBLEDILLO DE TRUJILLO;ROBLEDILLO DE TRUJILLO;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;68;0680;68;ROBLEDO;ROBLEDO;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;125;1258;125;ROBLEDO DE CHAVELA;ROBLEDO DE CHAVELA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;240;2402;290;ROBLEDO DE CORPES;ROBLEDO DE CORPES;;;;;;;;
07;CASTILLA LA MANCHA;45;45;TOLEDO;148;1480;149;ROBLEDO DEL MAZO;ROBLEDO DEL MAZO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;159;1590;162;ROBLEDOLLANO;ROBLEDOLLANO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;270;2702;272;ROBLIZA DE COJOS;ROBLIZA DE COJOS;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;126;1261;126;ROBREGORDO;ROBREGORDO;;;;;;;;
02;ARAGÓN;22;22;HUESCA;197;1973;271;ROBRES;ROBRES;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);126;1269;126;ROBRES DEL CASTILLO;ROBRES DEL CASTILLO;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;216;2166;218;ROCAFORT;ROCAFORT;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;130;1303;132;ROCAFORT DE QUERALT;ROCAFORT DE QUERALT;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;61;0617;60;ROCIANA DEL CONDADO;ROCIANA DEL CONDADO;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;131;1310;133;Roda de Barà;RODA DE BERA;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;173;1734;203;RODA DE ERESMA;RODA DE ERESMA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;183;1831;182;RODA DE TER;RODA DE TER;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;47;0470;47;RODEIRO;RODEIRO;;;;;;;;
02;ARAGÓN;44;44;TERUEL;197;1970;209;RODENAS;RODENAS;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);127;1275;127;RODEZNO;RODEZNO;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;132;1325;134;RODONYA;RODONYA;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;180;1808;200;ROELOS DE SAYAGO;ROELOS DE SAYAGO;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);74;0742;75;ROIS;ROIS;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;113;1133;113;ROJALES;ROJALES;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;323;3235;334;ROJAS;ROJAS;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;159;1596;255;ROLLAMIENTA;ROLLAMIENTA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;271;2719;273;ROLLAN;ROLLAN;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;160;1604;163;ROMANGORDO;ROMANGORDO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;241;2419;292;ROMANILLOS DE ATIENZA;ROMANILLOS DE ATIENZA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;242;2424;293;ROMANONES;ROMANONES;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;227;2278;229;ROMANOS;ROMANOS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;209;2093;209;ROMANZADO;ROMANZADO;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;210;2107;210;Roncal/Erronkari;RONCAL O ERRONKARI;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;84;0846;84;RONDA;RONDA;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;136;1361;139;ROPERUELOS DEL PARAMO;ROPERUELOS DEL PARAMO;;;;;;;;
01;ANDALUCIA;04;4;ALMERÍA;79;0792;79;ROQUETAS DE MAR;ROQUETAS DE MAR;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;133;1331;135;ROQUETES;ROQUETES;;;;;;;;
01;ANDALUCIA;21;21;HUELVA;62;0622;61;ROSAL DE LA FRONTERA;ROSAL DE LA FRONTERA;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;901;9016;901;ROSALEJO;ROSALEJO;;;;;;;;
09;CATALUÑA;17;17;GIRONA;152;1523;161;ROSES;ROSES;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;181;1815;201;ROSINOS DE LA REQUEJADA;ROSINOS DE LA REQUEJADA;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;96;0960;96;ROSSELL;ROSSELL;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;189;1898;232;ROSSELLO;ROSSELLO;;;;;;;;
01;ANDALUCIA;11;11;CÁDIZ;30;0309;30;ROTA;ROTA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;217;2172;219;ROTGLA I CORBERA;ROTGLA I CORBERA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;218;2188;220;ROTOVA;ROTOVA;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;137;1375;138;ROTURAS;ROTURAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;198;1986;210;ROYUELA;ROYUELA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;325;3253;336;ROYUELA DE RIO FRANCO;ROYUELA DE RIO FRANCO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;181;1816;189;ROZALEN DEL MONTE;ROZALEN DEL MONTE;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;128;1283;128;ROZAS DE PUERTO REAL;ROZAS DE PUERTO REAL;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;161;1611;164;RUANES;RUANES;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;326;3266;337;RUBENA;RUBENA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;184;1846;183;RUBI;RUBI;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;138;1381;139;RUBI DE BRACAMONTE;RUBI DE BRACAMONTE;;;;;;;;
11;GALICIA;32;32;OURENSE;73;0739;74;RUBIA;RUBIA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;199;1999;211;RUBIALES;RUBIALES;;;;;;;;
02;ARAGÓN;44;44;TERUEL;200;2003;212;RUBIELOS DE LA CERIDA;RUBIELOS DE LA CERIDA;;;;;;;;
02;ARAGÓN;44;44;TERUEL;201;2010;213;RUBIELOS DE MORA;RUBIELOS DE MORA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;185;1859;184;RUBIO;RUBIO;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;170;1703;173;RUBITE;RUBITE;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;327;3272;338;RUBLACEDO DE ABAJO;RUBLACEDO DE ABAJO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;328;3288;339;RUCANDIO;RUCANDIO;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;139;1394;140;RUEDA;RUEDA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;228;2284;230;RUEDA DE JALON;RUEDA DE JALON;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;243;2430;294;RUEDA DE LA SIERRA;RUEDA DE LA SIERRA;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;66;0664;66;RUENTE;RUENTE;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;229;2297;231;RUESCA;RUESCA;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;67;0670;67;RUESGA;RUESGA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;219;2191;221;RUGAT;RUGAT;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;902;9029;100;RUIDERA;RUIDERA;;;;;;;;
06;CANTABRIA;39;39;CANTABRIA;68;0686;68;RUILOBA;RUILOBA;;;;;;;;
09;CATALUÑA;17;17;GIRONA;153;1539;162;RUPIA;RUPIA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;901;9019;185;RUPIT I PRUIT;RUPIT I PRUIT;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;74;0742;74;RUS;RUS;;;;;;;;
01;ANDALUCIA;14;14;CÓRDOBA;58;0581;58;RUTE;RUTE;;;;;;;;
05;ISLAS CANARIAS;35;35;PALMAS (LAS);18;0189;19;San Bartolomé;S.BARTOLOME LANZAROTE;;;;;;;;
05;ISLAS CANARIAS;35;35;PALMAS (LAS);19;0192;20;San Bartolomé de Tirajana;S.BARTOLOME TIRAJANA;;;;;;;;
04;ISLAS BALEARES;07;7;ILLES BALEARS;44;0440;44;Pobla (Sa);SA POBLA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;187;1878;186;SABADELL;SABADELL;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;137;1377;140;SABERO;SABERO;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;241;2416;244;SABIÑAN;SABIÑAN;;;;;;;;
02;ARAGÓN;22;22;HUESCA;199;1992;275;SABIÑANIGO;SABIÑANIGO;;;;;;;;
01;ANDALUCIA;23;23;JAÉN;75;0755;75;SABIOTE;SABIOTE;;;;;;;;
17;COMUNIDAD VALENCIANA;12;12;CASTELLÓN/CASTELLÓ;97;0976;97;SACAÑET;SACAÑET;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;244;2445;296;SACECORBO;SACECORBO;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;185;1855;193;SACEDA-TRASIERRA;SACEDA-TRASIERRA;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;245;2458;297;SACEDON;SACEDON;;;;;;;;
07;CASTILLA LA MANCHA;13;13;CIUDAD REAL;73;0739;73;SACERUELA;SACERUELA;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;174;1749;204;SACRAMENIA;SACRAMENIA;;;;;;;;
11;GALICIA;15;15;CORUÑA (A);75;0755;76;SADA;SADA;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;212;0755;212;SADA;SADA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;230;2301;233;SADABA;SADABA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;186;1868;195;SAELICES;SAELICES;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;246;2461;298;SAELICES DE LA SAL;SAELICES DE LA SAL;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;140;1408;141;SAELICES DE MAYORGA;SAELICES DE MAYORGA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;272;2724;274;SAELICES EL CHICO;SAELICES EL CHICO;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;188;1884;187;SAGAS;SAGAS;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;115;1151;115;SAGRA;SAGRA;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;220;2205;222;Sagunto/Sagunt;SAGUNTO / SAGUNT;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;139;1396;142;SAHAGUN;SAHAGUN;;;;;;;;
02;ARAGÓN;22;22;HUESCA;200;2006;276;SAHUN;SAHUN;;;;;;;;
16;LA RIOJA;26;26;RIOJA (LA);128;1281;128;SAJAZARRA;SAJAZARRA;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;274;2745;900;SALAMANCA;SALAMANCA;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;171;1710;174;SALAR;SALAR;;;;;;;;
01;ANDALUCIA;29;29;MÁLAGA;85;0859;85;SALARES;SALARES;;;;;;;;
03;PRINCIPADO DE ASTURIAS;33;33;ASTURIAS;59;0595;59;SALAS;SALAS;;;;;;;;
02;ARAGÓN;22;22;HUESCA;201;2013;277;SALAS ALTAS;SALAS ALTAS;;;;;;;;
02;ARAGÓN;22;22;HUESCA;202;2028;278;SALAS BAJAS;SALAS BAJAS;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;329;3291;340;SALAS DE BUREBA;SALAS DE BUREBA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;330;3305;341;SALAS DE LOS INFANTES;SALAS DE LOS INFANTES;;;;;;;;
09;CATALUÑA;25;25;LLEIDA;190;1902;234;SALAS DE PALLARS;SALAS DE PALLARS;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;183;1836;203;SALCE;SALCE;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;49;0499;49;SALCEDA DE CASELAS;SALCEDA DE CASELAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;203;2031;215;SALCEDILLO;SALCEDILLO;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;157;1570;157;SALDAÑA;SALDAÑA;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;332;3327;343;SALDAÑA DE BURGOS;SALDAÑA DE BURGOS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;275;2758;277;SALDEANA;SALDEANA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;190;1901;189;SALDES;SALDES;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;213;2135;213;SALDÍAS;SALDÍAS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;204;2046;216;SALDON;SALDON;;;;;;;;
08;CASTILLA Y LEÓN;42;42;SORIA;161;1617;259;SALDUERO;SALDUERO;;;;;;;;
17;COMUNIDAD VALENCIANA;46;46;VALENCIA/VALÈNCIA;221;2212;223;SALEM;SALEM;;;;;;;;
09;CATALUÑA;17;17;GIRONA;154;1544;163;SALES DE LLIERCA;SALES DE LLIERCA;;;;;;;;
02;ARAGÓN;22;22;HUESCA;203;2034;279;SALILLAS;SALILLAS;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;231;2318;234;SALILLAS DE JALON;SALILLAS DE JALON;;;;;;;;
17;COMUNIDAD VALENCIANA;03;3;ALICANTE/ALACANT;116;1164;116;SALINAS;SALINAS;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;214;2140;214;Salinas de Oro/Jaitz;SALINAS DE ORO;;;;;;;;
08;CASTILLA Y LEÓN;34;34;PALENCIA;158;1586;158;SALINAS DE PISUERGA;SALINAS DE PISUERGA;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;187;1874;196;SALINAS DEL MANZANO;SALINAS DEL MANZANO;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;334;3348;345;SALINILLAS DE BUREBA;SALINILLAS DE BUREBA;;;;;;;;
09;CATALUÑA;08;8;BARCELONA;191;1918;190;SALLENT;SALLENT;;;;;;;;
02;ARAGÓN;22;22;HUESCA;204;2049;282;SALLENT DE GALLEGO;SALLENT DE GALLEGO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;247;2477;299;SALMERON;SALMERON;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;188;1880;197;SALMERONCILLOS;SALMERONCILLOS;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;276;2761;278;SALMORAL;SALMORAL;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;197;1971;197;SALOBRAL;SALOBRAL;;;;;;;;
07;CASTILLA LA MANCHA;02;2;ALBACETE;70;0707;70;SALOBRE;SALOBRE;;;;;;;;
01;ANDALUCIA;18;18;GRANADA;173;1731;176;SALOBREÑA;SALOBREÑA;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;135;1359;137;SALOMO;SALOMO;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;162;1626;165;SALORINO;SALORINO;;;;;;;;
09;CATALUÑA;43;43;TARRAGONA;905;9057;185;SALOU;SALOU;;;;;;;;
09;CATALUÑA;17;17;GIRONA;155;1557;164;SALT;SALT;;;;;;;;
01;ANDALUCIA;41;41;SEVILLA;85;0858;85;SALTERAS;SALTERAS;;;;;;;;
07;CASTILLA LA MANCHA;16;16;CUENCA;189;1893;198;SALVACAÑETE;SALVACAÑETE;;;;;;;;
08;CASTILLA Y LEÓN;05;5;ÁVILA;198;1987;198;SALVADIOS;SALVADIOS;;;;;;;;
08;CASTILLA Y LEÓN;47;47;VALLADOLID;141;1415;142;SALVADOR DE ZAPARDIEL;SALVADOR DE ZAPARDIEL;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;116;1165;116;SALVALEON;SALVALEON;;;;;;;;
11;GALICIA;36;36;PONTEVEDRA;50;0502;50;SALVATERRA DE MIÑO;SALVATERRA DE MIÑO;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;232;2323;235;SALVATIERRA DE ESCA;SALVATIERRA DE ESCA;;;;;;;;
10;EXTREMADURA;06;6;BADAJOZ;117;1171;117;SALVATIERRA DE LOS BARROS;SALVATIERRA DE LOS BARROS;;;;;;;;
10;EXTREMADURA;10;10;CÁCERES;163;1632;166;SALVATIERRA DE SANTIAGO;SALVATIERRA DE SANTIAGO;;;;;;;;
08;CASTILLA Y LEÓN;37;37;SALAMANCA;277;2777;279;SALVATIERRA DE TORMES;SALVATIERRA DE TORMES;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;51;0513;51;SALVATIERRA/AGURAIN;SALVATIERRA/AGURAIN;;;;;;;;
15;PAIS VASCO;01;1;ARABA/ÁLABA;52;0528;52;SAMANIEGO;SAMANIEGO;;;;;;;;
08;CASTILLA Y LEÓN;40;40;SEGOVIA;176;1765;207;SAMBOAL;SAMBOAL;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;184;1841;204;SAMIR DE LOS CAÑOS;SAMIR DE LOS CAÑOS;;;;;;;;
11;GALICIA;27;27;LUGO;55;0556;55;SAMOS;SAMOS;;;;;;;;
02;ARAGÓN;44;44;TERUEL;205;2059;217;SAMPER DE CALANDA;SAMPER DE CALANDA;;;;;;;;
02;ARAGÓN;50;50;ZARAGOZA;233;2339;236;SAMPER DEL SALZ;SAMPER DEL SALZ;;;;;;;;
14;COMUNIDAD FORAL DE NAVARRA;31;31;NAVARRA;215;2153;215;SAN ADRIÁN;SAN ADRIÁN;;;;;;;;
08;CASTILLA Y LEÓN;09;9;BURGOS;335;3351;346;SAN ADRIAN DE JUARROS;SAN ADRIAN DE JUARROS;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;141;1417;144;SAN ADRIAN DEL VALLE;SAN ADRIAN DEL VALLE;;;;;;;;
02;ARAGÓN;44;44;TERUEL;206;2062;218;SAN AGUSTIN;SAN AGUSTIN;;;;;;;;
12;COMUNIDAD DE MADRID;28;28;MADRID;129;1296;129;SAN AGUSTIN DEL GUADALIX;SAN AGUSTIN DEL GUADALIX;;;;;;;;
08;CASTILLA Y LEÓN;49;49;ZAMORA;185;1854;205;SAN AGUSTIN DEL POZO;SAN AGUSTIN DEL POZO;;;;;;;;
11;GALICIA;32;32;OURENSE;74;0744;75;SAN AMARO;SAN AMARO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;248;2483;300;SAN ANDRES DEL CONGOSTO;SAN ANDRES DEL CONGOSTO;;;;;;;;
08;CASTILLA Y LEÓN;24;24;LEÓN;142;1422;145;SAN ANDRES DEL RABANEDO;SAN ANDRES DEL RABANEDO;;;;;;;;
07;CASTILLA LA MANCHA;19;19;GUADALAJARA;249;2496;301;SAN ANDRES DEL REY;SAN ANDRES DEL REY;;;;;;;;
